Y	MOVE	MISSPRISM	CHASUBLE	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><locomotion sbm:follow="CHASUBLE" type="basic" manner="walk" proximity="50"/></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I am delighted to have it so unexpectedly restored to me. It has been a great inconvenience being without it all these years.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Miss Prism, more is restored to you than this hand-bag. I was the baby you placed in it.</speech></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">You?</speech></bml></act>
Y	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Yes . . . mother!</speech></bml></act>
N	MOVE	JACK	MISSPRISM	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion sbm:follow="MISSPRISM" type="basic" manner="walk" proximity="50"/></bml></act>
N	BREAK	NOBODY	NOBODY	<? xml none></xml>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Mr. Worthing! I am unmarried</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Unmarried! I do not deny that is a serious blow. But after all, who has the right to cast a stone against one who has suffered? Cannot repentance wipe out an act of folly? Why should there be one law for men, and another for women? Mother, I forgive you.</speech></bml></act>
N	MOVE	JACK	MISSPRISM	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><gaze target="MISSPRISM" /></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Mr. Worthing, there is some error.</speech></bml></act>
Y	MOVE	MISSPRISM	LADYBRACKNELL	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><bml><gesture lexeme="POINT" target="LADYBRACKNELL" /></bml></act>
N	SPEAK	MISSPRISM	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="MISSPRISM" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">There is the lady who can tell you who you really are.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Lady Bracknell, I hate to seem inquisitive, but would you kindly inform me who I am?</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I am afraid that the news I have to give you will not altogether please you. You are the son of my poor sister, Mrs. Moncrieff, and consequently Algernon's elder brother.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Algy's elder brother! Then I have a brother after all. I knew I had a brother! I always said I had a brother! Cecily, - how could you have ever doubted that I had a brother?</speech></bml></act>
Y	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Doctor Chasuble, my unfortunate brother. Miss Prism, my unfortunate brother. Gwendolen, my unfortunate brother. Algy, you young scoundrel, you will have to treat me with more respect in the future. You have never behaved to me like a brother in all your life.</speech></bml></act>
Y	MOVE	JACK	ALGERNON	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion sbm:follow="ALGERNON" type="basic" manner="walk" proximity="50"/></bml></act>
N	MOVE	JACK	ALGERNON	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><sbm:reach sbm:action="pick-up" target="ALGERNON"/></bml></act>
N	SPEAK	ALGERNON	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="ALGERNON" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Well, not till to-day, old boy, I admit. I did my best, however, though I was out of practice.</speech></bml></act>
N	MOVE	ALGERNON	JACK	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="ALGERNON" role="actor" /><bml><locomotion sbm:follow="JACK" type="basic" manner="walk" proximity="50"/></bml></act>
Y	SPEAK	GWENDOLEN	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="GWENDOLEN" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">My own! But what own are you? What is your Christian name, now that you have become some one else?</speech></bml></act>
N	MOVE	GWENDOLEN	JACK	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="GWENDOLEN" role="actor" /><bml><gaze target="JACK" /></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Good heavens! . . . I had quite forgotten that point. Your decision on the subject of my name is irrevocable, I suppose?</speech></bml></act>
N	SPEAK	GWENDOLEN	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="GWENDOLEN" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I never change, except in my affections.</speech></bml></act>
N	SPEAK	CECILY	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="CECILY" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">What a noble nature you have, Gwendolen!</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Then the question had better be cleared up at once. Aunt Augusta, a moment. At the time when Miss Prism left me in the hand-bag, had I been christened already?</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Every luxury that money could buy, including christening, had been lavished on you by your fond and doting parents.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Then I was christened! That is settled. Now, what name was I given? Let me know the worst.</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Being the eldest son you were naturally christened after your father.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Yes, but what was my father's Christian name?</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">I cannot at the present moment recall what the General's Christian name was. But I have no doubt he had one. He was eccentric, I admit. But only in later years. And that was the result of the Indian climate, and marriage, and indigestion, and other things of that kind.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">Algy! Can't you recollect what our father's Christian name was?</speech></bml></act>
N	SPEAK	ALGERNON	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="ALGERNON" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">My dear boy, we were never even on speaking terms. He died before I was a year old.</speech></bml></act>
N	SPEAK	JACK	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">His name would appear in the Army Lists of the period, I suppose, Aunt Augusta?</speech></bml></act>
N	SPEAK	LADYBRACKNELL	XXXXX	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="LADYBRACKNELL" role="actor" /><fml><turn start="take" end="give" /><affect type="neutral" target="addressee"></affect><culture type="neutral"></culture><personality type="neutral"></personality></fml><bml><speech id="sp1" ref="" type="application/ssml+xml">The General was essentially a man of peace, except in his domestic life. But I have no doubt his name would appear in any military directory.</speech></bml></act>
Y	MOVE	JACK	BOOKCASE	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion target="BOOKCASE" type="basic" manner="walk" /></bml></act>
Y	MOVE	JACK	BOOK	<?xml version="1.0" encoding="UTF-8" standalone="no" ?><act><participant id="JACK" role="actor" /><bml><locomotion target="BOOK" type="basic" manner="walk" /></bml></act>
